full_text,label
paslon presiden visi misi membangun kalimantan kaltim pastinya heran bertubi menyerang terwujudnya ikn kaltim pdhl pny kontribusi pengorbanan menghidupi pertambangan batubara,Positive
daerah penyangga ikn pj gubernur integrasikan pangkep kawasan mamminasata,Neutral
wkwkwk gni pencebok ikn,Negative
hambalang ikn terpukau,Positive
kasih tuh menolak ikn parah diajak maju susah mabuk kencing unta,Negative
salah lokasi salah konteks aktifitas tambang invasif lingkungan tambang dampak pesut disamakan pembangunan ikn zzz ikn dibangun tengah sungai kah,Negative
nyari investor bangun ikn aja susah biaya makan siang gratis darimana pulak anggaran mbambaaannnggg,Negative
sungai mahakam beda aliran ikn sungai mahakam hulunya kabupaten mahulu melewati kutai barat kutai kartanegara samarinda hilir selat makasar berdampingan ikn teluk balikpapan jalur laut ikn satunya,Neutral
semoga jkw koalisinya pindah ikn hehehehe,Positive
asn pindah ikn nusantara tunjangan pionir,Positive
anggaran ikn nusantara,Neutral
ikn,Positive
cuplikan ikn muncul tiktok tuhan geram,Negative
forest trail sumbu kebangsaan hijau kota nusantara vtvideo warga nusantara,Positive
sibuk bangun ikn plosok fasilitas,Negative
merambah nih pik ikn bigboss,Negative
coba panglima dayak barangkali dipos panglima dayak pro ikn tuh ganti ruginya,Negative
tenang bu tenang bansos ko harga mahal pbb naek pendidikan mahal gpp diulang biar bayar pajak pake bangun ikn pemerintah wes wes bu rapopo,Negative
mobil ghoib esemka pejabat ghoib ikn,Negative
rri programprogram pra hut ri ikn teknis siaran perdana rri ikn rotasi pegawai merasakan pembangunan ikn,Positive
kolaborasi pertamina bakrie group dongkrak ekosistem berkelanjutan ikn,Positive
pertamina bakrie group mengembangkan infrastruktur shared hub kota nusantara ikn nusantara knowledge hub ikn,Positive
proyek ikn udah,Positive
gw ngalamin gw pemerintah ugalan ikn kereta cepat bertahun sblm dibayar kelebihan pengajuan zakat td,Neutral
sindir ikn membanggakan ikn kekuasaan bahaya ta,Negative
parameter kebenaran lo menguntungkan keluarga lo thats it bayar utang negeri lu ciptain rakyat pajak mencekik program program ikn tolol,Negative
heran gw sm masyarakat ikn pilihan loe keberlanjutan pindah aja sihok ok gas all in tanah hektaran ganti makan siang aja,Negative
bazar sembako murah digelar membantu masyarakat ikn,Positive
menang mutlak disekitar ikn tanah masyarakat ikn dirampas rezim masyarakat ikn nikmatin hasil pilihanmuselamat diusirdari kampung halaman,Negative
keren banget sih kpn diajak ikn,Positive
klu diteruskan ikn rb hektar lahan hasyim disana sumber air ikn dikelola hasyim bangun waduk disana,Neutral
bangun ikn bang,Negative
ambisi lurah ikn hrs jd sbg ibukota negara status dki sbg ibukota dicabut pdhl ibukota msh blm amp,Negative
pingin main main ikn,Positive
iya udah lantik prabowo selamat dikantor ikn,Positive
ikn kaya,Negative
mkan tuh ikn,Negative
kau mantan pemimipin kritik jokowi tolak ikn pemerintahan kau anakmu muji muji ikan munafik membohongo simpatisan partai demokyat rakyat indonesia,Negative
jaga jarak kecamatanya berubah ijo indah disamping tiran mengklaim xi jinping kakaknya ri satelit rrc neo imperialisme serakah ikn infrastruktur jebakkannya,Negative
indonesia antisipasi perbaikan infrastruktur kepelabuhanan natuna daerah kalimantan barat pelabuhan kijing kijing terkoneksi ikn ikn terkoneksi rencana,Positive
pap ktp ikn,Neutral
penguasa negara maling semuatapi tereak maling rakyat munculnya pemimpin bodoh dipilih bodoh cerdas bodoh mrk pilih,Negative
isine munyuk ikn og kui,Negative
knp hrs buka lahan ganti untung cost kayu dikemanain maslaahikn,Negative
effort admin sosmed ikn skrg sebatas kek gitu sedih bgt jirr ucapan ultah gitu doang bentukan fotonya,Negative
masukin proyek ikn aja ikhlas gw,Negative
negosiasi penjualan ikn,Neutral
mukanya culun dahsyat hmpir separo lbh anggaran ikn nyelamatkan,Negative
udah thr dipotong gede disuruh bayar bpjs tau pemerintah ngejar bayar setoran hutang kah salah satunya proyek kereta cepat ikn sekuat tekanannya,Negative
bilang kaesang jakarta butuh bilang psi pergi calonkan ikn,Negative
damri menjelajahi transportasi direktur teknik fasilitas damri arifin meninjau teknologi autonomous rail rapid transit art china diterapkan ikn langkah progresif membawa,Neutral
sabar rakyat itung sedekah ikn,Negative
mudah banget ditipu pinter proyek ikn yaa patungnya,Negative
why so random ikn,Neutral
mending gini drpd bikin ikn,Negative
bapaknya bansos pemilu mah banget mainan ikn secuil duit dah dipake biaya pilpres menangkan anak bajingan tolol mah beban dipenjara malu megaw,Negative
ekonom senior soedradjad djiwandono program makan gratis pembangunan ikn link,Negative
berani genk terkenal loyal jaman sdsb disenggol gitu ditarik investasi ikn wkwkwkkw salah perhitungan gue,Negative
sadar pasrah gmn emang ikn kayaknya beneran milik singapura,Negative
ikn isiny rumah menteri unusually mewah,Negative
masyarakat berdoa kelancaran pembangunan ikn,Positive
km ak libas smpe ikn halal,Negative
pupr mengaku waswas audit bpk pembangunan ikn ujungujungnya diperiksa,Negative
peduli milih bangun ikn ngabisin ratusan triliun benerin akses fasilitas pendidikan,Negative
ekonom senior program makan gratis pembangunan ikn rosi,Negative
tanah ikn hoax aja tolol,Negative
barter invest ikn gini mah tetep aja duit dr pajak rakyat disedooot membagongkaan tenan,Negative
keuntungan warga berktp ikn,Positive
tukar bantal guling ikn tenan dibantu duit apbn naikin valuasi bisnis pik bsd pengin misuh etapi bayangin beli motor isinya pajak pendapatan negara eh apbn mainan allah doa ban,Negative
proyek rp triliun pakuwon ikn lolos kurasi ridwan kamil awas sejahterakan warga asli ikn,Positive
dikit hahahaha smwa krp kebijakan rencana prog klhs diuji cm penilaian mandiri rpplh sbg acuannya gw layak validitasnya krp gigantic ikn,Negative
eks gubernur bank indonesia bi prof soedrajad djiwandono dipecat soeharto lengser menilai pemerintahan jokowi membangun mega,Negative
kondisi perbuatan tanah masyarakat ikn menang,Neutral
kerap terlintas pikiranku ikn aja,Neutral
nunggu mega korupsi food estate pengadaan alautsista bekas mega korupsi ikn nilai korupsi timah babel,Negative
pembangunan ikn,Negative
wkwkwkwk ouh iyaa sadar si jamal menipulatif rakyat sayang rakyat berpikir ajah cari nikmatin rakyat belajar negara lo,Negative
bumi harapan ikn,Neutral
ikn nusantara simbol keangkuhan manusia gudang innalilahi celananya gunung putri ngeri ernanda tni ad malming,Negative
daerah pik proyek psn edan ikn warga gusur dikriminalisasi emang bener gila,Negative
perampasan lahan ikn kepala adat suku dayak tawaran ganti rugi,Negative
waduuuh rajanya manusia munafikkemaren aja koar koar jokowi pemimpin arogan ikn dipaksakan lgdasar pemimpin percayaterus terang mah mending golput ajaaaa,Negative
bangun gedung ikn elit pembetulan fasilitas sulit,Negative
seru bgt si kerandoman kampus gue sgala ngebahasin ikn nawokawok ukt uang gedung gue mahal slama disalurkan bangun gedung si kampus ikn wkwk pd bangga pdhl gedung masi fasilitasnya jelee nda pembetulan tuh,Negative
kayu hasil nebangin pohon ikn food estate dikemanakan yaa ngak pertanggungjawabannya nilainya ngak kalah fantastisnya tuh,Negative
guys greenflag redflag gw warga hutan ikn paspor aussie great gag reflex,Neutral
joko sadar ikn berhasil dg bikin pik bsd psn claim psn berhasil plus kasi kerjaan anak keluarga,Negative
ikn,Neutral
ayoook night ride ikn,Neutral
partai gede bacot prestasi layaknya ormas ikn sorry yee jakarta butuh partai sampah,Negative
wkwk iya emang gw setuju ikn,Negative
silahkan ikn disiapkan karpet merah warga lokal dijamin dibersihkan,Negative
nyicil ikn tahun lunas,Negative
aah dr korupsi lbh dr tambang blom sda nutupi niat aja bikin ikn ratusan,Negative
perampasan lahan ikn kepala adat suku dayak tawaran ganti rugi,Negative
silahkan menteri agraria bpn menyelesaikan pertanahan warga dayak lokasi ikn ditunggu hasil,Negative
keburu beesde ikn,Negative
dana korupsi bangun ikn cari investor,Negative
pemimpin lemah langgeng seleksi alam ttg pembangunan ikn dpt restu alam dinuswantoro ajang pakde menilai patih maha patih loyal bermain akal,Negative
bangun ikn ngemis asing sih,Negative
rakyat rempang dolok ikn dll hidup daerah terpencil terpikirkan pembangunan mrk menghuni tanah tsb turun temurun terpikirkan sertifikat hak milik ditambah biayanya,Negative
gaada apaapa dibanding bansos pemilu proyek sampah ikn menyentuh,Negative
diambil aja kalo nggak ganti ruginya,Negative
oh from ikn raden anak king,Negative
perampasan lahan ikn kepala adat suku dayak tawaran ganti rugi,Negative
pemprov kaltim lakukan tingkatkan sdm kaltim ikn,Positive
gladi bersih tinggal ikn iki,Neutral
yuks jalanjalan jalan tol ikn seksi instagram mitraikn facebook mitra ikn tiktok mitra_ikn youtube mitra ikn mitra ikn,Positive
kemaren program ikn wiwi grasah grusuh memuji wowo ni namanya penjilat,Negative
kenyataannya anggota dpr mw dipindahkan ikn kanknpkan mengesahkan uu nyaikn udh dbngun nempatin jd ibukota mati nntnya uang kmn pergi nnt mendin,Negative
ibukota ikn ato gmn,Neutral
kalo pajak rakyatny mrasakan ksejahteraan oke knyataan lapangan gitubhkn hutang negara dipakai pnting sperti ikn pdhl pengen ibukota br tinggal kota,Negative
bangun ikn gede gedean loker bumn bidang kontruksi bgt,Negative
berlanjut ikn proyek strategis nas cipta dll lantas duitnya dr pinjamga bayar bunga aja dah defisit jalan kluarnya peras rakyat abis kringat diperas darah masi mengalir hahahaha,Negative
dampak ikn nusantara sederet upaya ekstra menahan laju inflasi kalimantan,Neutral
sembarangan ikn emang udah penghuninya kah kota,Negative
ikn milik indonesia milik keluarga jokowi,Negative
kaesang gubernur ikn ee,Negative
sibuk ngurus presiden ngurus ikn biadab pejabat bang,Negative
duhh pengen tinggal ikn,Neutral
gubernur ikn aja lu anjir capek bgt jkw family,Negative
formasi cpns peluang lulusnya,Neutral
trus kalo ikn merusak hutan mengusir warga kaga dihitung,Negative
solo sulit atasi banjir macet jakarta jakarta macet banjir mudah diatasi presiden presiden periode genjot proyek ikn beban jakarta berat macet banjir polusi omongannya kek kentut bau,Negative
pemerintah anggarkan rp triliun bangun ikn tahun,Neutral
ngantosan taksi terbang nu ikn muka cabang bandung ahahahahah,Negative
solo solo ikn ikn amerika,Negative
cepetan deh lu pade pindah ikn biar jakarta lengang kaya,Negative
kemajuan ikn nusantara,Positive
ikn teknologi keren,Positive
ikn kota cerdas,Positive
apapun gua malu banget gocar trs judul skripsi trs jd bahas kerjasama indonesia jepang ikn korupsi yaallah gue napas dikit,Negative
biar pabrik kertas udah panen pohon ikn sayang kalo cuman kayu bakar,Negative
kejauhan nalar ntar taxi terbang era presiden jan etheslagipula wowo fokus ikn anak dki gabakal terwujud kecuali dipaksakan pakai dana pinjaman,Negative
bangun ikn dpt gedung,Negative
hahahahaahhahaha,Neutral
batalin ikn bangun kota sabang cuan,Negative
mantan gubernur bi bilang program makan siang gratis ikn tkn dijalankan paralel,Negative
mbok tabayyun puasa pikirannya dipakai angka ikn patung garuda,Negative
kaltim tuh ngenes banget cik rumahnya digusur pembangunan ikn udah gitu ganti ruginya sebanding,Negative
beli btc cari tanah ikn hasil btc umur udah sampe financial freedom lu,Negative
ikn mahakarya bangsa indonesia,Positive
seminar proposal kajian efektivitas fasilitasi sarana produksi komoditas pertanian perkebunan rangka meningkatkan kesejahteraan petani kabupaten kutai kartanegara,Neutral
warga kecamatan sepaku kabupaten penajam paser utara ppu kalimantan timur memiliki identitas ktp alamat ikn nusantara keberadaan ktp ikn identitas membawa keuntungan masyarakat,Neutral
warga kecamatan sepaku kabupaten penajam paser utara ppu kalimantan timur memiliki identitas ktp alamat ikn nusantara keberadaan ktp ikn identitas membawa keuntungan masyarakat,Neutral
warga kecamatan sepaku kabupaten penajam paser utara ppu kalimantan timur memiliki identitas ktp alamat ikn nusantara keberadaan ktp ikn identitas membawa keuntungan masyarakat,Neutral
ikn pryeknya dikuasai sipit semuawaaah,Negative
kemaren nolak ikn koq ngurusin ikn munafik,Negative
yaman sebelah menolak ikn,Negative
hidup ikn hidup kalimantan timur enyahlah penolak ikn,Negative
hidup ikn hidup kalimantan,Positive
tolong gausah ikutan mentang pamerann negri amp,Negative
kayaknya kalo ntar spore pindah ikn ntar enha ngonser ikn dit wkwk,Negative
kawasan milik agung sedayu group sinar mas group psn sederet proyek ikn,Negative
data potensi proyek kota nusantara ikn,Neutral
masi aja ngomong smpai mengubur mimpi aelah kumpo uda dijelasin bolak pendek jalan jalan lu pikir training camp dibangun ikn tu deal jerman jepang tu mengubur ndasmu wkwk,Negative
harga tinggi keknya udah deh menjelang raya tahun siklus ekonomi tahun emang gada hubungannya ikn,Neutral
ptsarana multi infrastruktur persero pt smimendapat kontrak penugasan senilai rp miliar pemerintah menggarap proyek kota negara ikn nusantara ujungnyaapbn boncos gue kepake,Negative
sabar lul pajakmu dipake bangun istana sm rumah mentri ikn,Negative
program makan siang gratis sekolahkuliah gratis akal rakyat nkri pindah ibukota negara,Negative
bangetmereka mengerti komen membangun ikn butuh pemikiran perencanaan kuatpak jokowi,Negative
nhaa gitu th kritik pemerintah kritik ikn sekrg puja puji pemerintah mgkn beliau lupa buku karangannya cawe presiden jokowi pilpres suara lantang ttg ikn skr berubah pujian,Negative
iya sih smw dr apbn dr hutang negara yakrn pemerintahan skrg hutangnya smkn bertambah smkn bnyk jd smpek ikn ditawar singapura penduduk rmhny ikn bhkn mw diusir jd viral,Negative
dasar pemilik sanggar seni terbesar ikn,Negative
ikn wujud kemandirian bangsa keberlanjutan pusat kota berbudaya islam nusantara rancangan kota didasarkan kearifan lokal merupa baca selengkapnya tanggal april,Neutral
memiliki saham kkgi rain grup komen brp lot memiliki,Neutral
sesungguhnya kecewa sih bu sri mulyani prastowo error pajak becuk diberesin munculnya stlh viral bak pahlawan nyari uang kelas menengah ikn kah peras super kaya,Negative
kemarin tuh wasit kasih tanah hektare gitu ikn,Negative
hobbyne ngutang utang udh numpuk msh jga maksain bangun ikn,Negative
berdoa ikn gimana wkwk,Neutral
dukung pembangunan ikn,Positive
pemilu kementerian investasi kebut cari investor danai ikn,Negative
ikn membanggakan lapangan upacara berstandar fifa,Negative
rakyatnya kegocek pinjol biyuemen kegocek china trap elah proyek lu ngapain sih mo bangun ikn kayak duit aja,Negative
china imbalan tol ikn sawah padi,Negative
ikn aja,Neutral
setuju biar latihan ikn main takumpat,Positive
catatan dosen unair relokasi asn ikn kebijakan terburuburu,Negative
retreat ketujuh kalinya jokowi lee pemerintahan tahun,Neutral
ketahuiahy kasih tugas ikn menggusur rakyat pindah,Negative
nggak bang djan etis kadi anggota paskibraka ikn wkwkwkwkw,Negative
singaporean companies investing in ikn,Positive
ikn panas bro mending jawa deh,Negative
indo kalah gara wasit dr china udh ngadu aja lord luhut batalin proyek kerjasama dg china kreta cepat nikel toll ikn dll,Negative
indo kalah gara wasit dr china udh ngadu aja lord luhut batalin proyek kerjasama dg china kreta cepat nikel toll ikn dll,Negative
indo kalah gara wasit dr china udh ngadu aja lord luhut batalin proyek kerjasama dg china kreta cepat nikel toll ikn dll,Negative
kalbar yaa ikn jauhh,Neutral
sukanto tanoto disiapkan lahan investasi ikn initip gurita bisnisnya,Negative
status kota jakarta dicabut jokowi pusat pemerintahan pindah ikn nusantara,Neutral
bang buka data pemilik konsesi lahan ikn tukar guling buka rincian penggunaan anggaran kemenhan personil militer alutsista indonesia tekh,Negative
tahun polri kirim personel ikn breaking news,Neutral
polri memindahkan personelnya bertugas kota negara ikn bertahap pertengahan langkah,Neutral
jokowi singapura dukung pembangunan plts ikn,Neutral
siapsiap rekrutmen asn fresh graduate ikn dibuka,Positive
ikn,Neutral
polri pindahkan personel ikn pertengahan,Neutral
disediakan area aktivitas demo ikn hyde park london demo mengganggu traffic penggunaan speakermegaphone situ dilarang bikin polusi suara sekuatnya pita suara leher,Neutral
akses pontianak ikn aja sulit pontianak kuching,Negative
dibangun diteruskan ikn prioritas utama anggaran,Negative
tandain muka kalo ketauan nguli proyek ikn tonjok aja muka,Negative
indonesia mengundang singapura pengembang kawasan industri produk halal bintan serang sidoarjo,Neutral
wowo srh tlp xin ping ikn batal,Negative
bahlil jokowi bentuk tim percepatan investasi ikn,Neutral
support garuda muda puluhan ribu masyarakat sangatta tumpah ruah dukung timnas aff,Positive
ri ngantor ikn demo patung kuda jakarta kehiangan vibenya organizer demo fee tinggi komponen biaya transport jakartaikn solusi hrs direkrut dr kaltim ikn pemerintah menyediakan spot,Negative
hidup cina hidup ikn,Negative
hidup cina hidup ikn,Negative
ikn program makan siang resep sempurna negara kedalam jurang utang krisis fiskal,Negative
waspada sesar tua ikn berpotensi gempa,Neutral
bosbos langit mulu ketinggian turun dunia masyarakat ngapain sih malakin impor barang pemakaian pribadi kaum menengah dijual ngapain meres kelas menengah ampe kering kaya penjahat aja diinc,Negative
anjir detail banget pad sampe trivia ilangin komunis btw pasangan hidup mengacu suamiistri presiden kt jenis kelamin hamba pake pasangan hidup wkwkw gapapa pad udah cocok penghuni ikn,Negative
lupa makan siang gratis anggaranya ikn,Negative
bandara sepinggan engga yaaa karna deket ikn apapun menguntungkan pemerintah dienakin pokoknya,Negative
udah dikasih invest ikn tetep ngasih gol ckck,Negative
stop proyek mercu suar ikn ekonomi,Negative
kalo salah biaya bikin ikn rendah dibandingkan biaya bansos pemilu kemarin hitungan triliunnya,Negative
doyan banget kritik ikn eh skrg endorse atawa jongoz ikn,Negative
polisi telusuri penyalahgunaan narkoba pekerja ikn,Negative
pinggir jalan proyek pembangunan jalan bebas hambatan seksi instagram mitraikn facebook mitra ikn tiktok mitra_ikn youtube mitra ikn mitra ikn,Neutral
rezim mikir rakyatnya susah beli kebutuhan sehari cuman mikirin duduk spt raja disinggasana keluarganya berkuasa indonesia gedung pencakar langit tertinggi asia dibangun ikn nusantara,Negative
jokowi nggak nelfun presiden uzbek biar ngalah ntar kompensasinya kasih invest saham ikn gitu uzbek ngeri liatnya wkwkwkwkwk,Negative
presiden jokowi meneken undang undang terkait provinsi daerah jakarta dkj april waktu status kota indonesia disandang jakarta kota nusantara ikn terletak penajam pasir utara provinsi,Neutral
upacara adat khas kaltim tradisi penuh makna ikn,Neutral
pantes pejabat enggan ikn,Negative
love jokowi love jokowi love jokowi please continue ikn long live prabowo gibran love pragib pancasila,Neutral
ikn kaltim sih kak kaltara bandara internasional,Neutral
bandara kalimantan ceritanya dipusatkan ikn kh,Neutral
ikn bangsat bener emang jokowi anjing,Negative
tawarkan peluangpeluang investasi manufaktur tekstil kendal industrial park ekonomi hijau infrastruktur berkelanjutan pembangunan pusat data nongsa batam,Neutral
bahlil siapkan lahan sukanto tanoto investasi ikn,Neutral
teriakan masyarakat ikn,Negative
gila udah sampe ikn ajaa,Neutral
baja produksinya diproyek pembangunan ikn,Neutral
bahlil pemerintah memproses permintaan lahan investasi sukanto tanoto ikn nusantara,Neutral
emang dibenahin sih mukidi fokusnya bikin ikn ece gini mah bodo nambah kas negara,Negative
menteri investasikepala badan koordinasi penanaman modal bkpm bahlil lahadalia kabar terbaru terkait sukanto tanoto konglomerat nasional berinvestasi kota nusantara ikn baca,Neutral
cecunguk bahlil siapkan lahan konglomerat sukanto tanoto ikn klik baca kompascom baca berita iklan download aplikasi,Neutral
jokowi teken uu dkj jakarta lepas status kota gimana terbiters,Neutral
menteri investasikepala bkpm bahlil lahadalia menyebut djarum group wings group miliarder sukanto tanoto investasi kota nusantara ikn,Neutral
husnudzon bahia mas anies diselamatkan allah swt mewarisi hutang kereta cepat ikn,Negative
pertemuan berformat retreat jokowi menawarkan singapura peluang investasi indonesia manufaktur tekstil kendal industrial park pembangunan pusat data nongsa digital park batam,Neutral
butuh tahun presiden menjual wilayah teritorial negara,Negative
deket ikn nih,Neutral
alhamdulillah hermina bangun rs ikn salah fokus jaga gan,Positive
presiden jokowi pm lee bahas investasi ikn,Neutral
bandara seharga ikn,Negative
jokowi umumkan tim percepatan investasi ikn,Neutral
beregu berombongan berombong menangkan pilpres berombong garap psn ikn dll berombongan sumbang tontonan rakyat berombongan kasih makan gratis eh,Negative
bahlil siapkan lahan konglomerat sukanto tanoto ikn gt,Negative
patungan bangun ikn bu,Negative
padat pekerja konstruksi arah nusantara slot penerbangan arah cc,Neutral
pertemuan presiden jokowi pm lee bahas implementasi perjanjian fir investasi ikn,Neutral
ikn biar aja sih kak daerah aka ibukota gitu,Neutral
kebut pembangunan investasi ikn pemilu progresnya juliagustus nginep kemarin dipanggil presiden kepala ikn membahas bahlil,Neutral
bahlil tim percepatan investasi ikn diumumkan,Neutral
siasat pemerintah bentuk tim investasi dorong pembangunan ikn nusantara,Neutral
puluhan perusahaan singapura minat berinvestasi kota nusantara kalimantan timur jokowi,Positive
bahlil siapkan lahan konglomerat sukanto tanoto ikn,Neutral
tenang sedekah tanah ikn sebentar sedekah pengelolaan tambang,Negative
merampas tanah rakyat ikn mafia loh mas,Negative
warga jakarta siapsiap jutaan ktp diubah imbas kota pindah ikn nusantara,Negative
pkt menanam bibit pohon lokasi kawasan ikn sungai seluang samboja kutai kartanegara bibit pupuk kaltim bibit tema kartini bertani program inisiatif,Positive
bahas implementasi perjanjian fir investasi ikn,Neutral
nama keluarga ikn ikatan keluarga nepotisme,Negative
gmn bangun ikn kcic butuh duit abis nambah makan gratis,Negative
jokowi pm singapura dukung pembangunan pembangkit listrik ikn nusantara,Neutral
kementerian pupr tuntaskan infrastruktur air ikn,Neutral
presiden joko widodo jokowi lakukan pertemuan bilateral perdana menteri pm singapura lee hsien loong istana kepresidenan bogor senin kesempatan dibahas investasi kota nusantara ikn,Neutral
ikn klw dijual cina,Negative
ni kalo perjadinnya jawa mah gas bgt pulkam eh ikn,Negative
pantesan warung madura dilarang ikn,Negative
var jalan tc dibangun ikn pembinaan usia muda blm maksimal abis event dimaksimalkan hrsnya sih digenjot prabowo sneng bola tin,Neutral
bahlil kebut investasi ikn pascapemilu temui presiden jokowi sukanto tanoto,Neutral
jokowi bertemu pm singapura bahas ketahanan pangan promosi ikn,Neutral
bahlil blakblakan nasib investasi djarum wings ikn,Neutral
pakar unair pemindahan asn ikn nusantara kebijakan strategis,Neutral
menteri investasi berkomitmen percepat investasi ikn pemilu,Neutral
investor lokal ikn bahlil sukanto tanoto tahun,Neutral
presiden joko widodotelah menandatangani undangundang nomor tahun provinsi daerah jakarta uu dkj april uu mengatur pemindahan kota negara jakarta kota nusantara ikn penajam paser utara kalimantan timur,Neutral
proyek ikn jilid sawah dikuasai cina rakyat diusir sejuta hektar buka kota bro gaza semoga tinggal dpd kalteng dpr kalteng,Negative
lbh dp ikn,Negative
maksudnya uu daerah cadangan kelak ikn mangkrak ibukota dijakarta,Negative
udah tau subsidi bbm ditarik udah tau dialihin bangun ikn eh lu pilih taek,Negative
pt wijaya karya persero tbk berkolaborasi pt pembangunan perumahan ptpp pt adhi karya persero tbk selenggarakan pasar sembako murah rangkaian safari ramadhan bumn ikn kalimantan timur gelaran pasar sembako murah menyediakan,Neutral
disimpen ikn,Neutral
seandainya kagak bangun ikn kagak sok sokan bikin food estate nanem singkong tumbuh jagung kagak sok sokan bangun kereta cepat ujungnya crocoh,Negative
alhamdulillah kesempatan kunjungan calon kantor inti pusat pemerintahan ikn tanggapan keren konsisten beneran sesuai plan kesana pasca hujan becek kaca mobil,Positive
gimana zb konsernya ikn aja biar deket ih,Neutral
bahlil prioritaskan investor lokal investasi ikn asing klaster,Neutral
ikn nusantara meningkatkan konektivitas digital mempercepat transformasi digital indonesia,Neutral
proyek ikn nusantara menciptakan lapangan signifikan indonesia,Positive
bahlil siapkan lahan investasi sukanto tanoto ikn,Neutral
warga banda aceh mendukung pembangunan ikn nusantara,Positive
bahlil miliader sukanto tanoto disiapkan lahan investasi ikn,Neutral
usia udh th papa dah ttp dukung ikn banjarmasin,Positive
pakar ugm potensi gempa ikn sesar tua,Neutral
alasan agus harimurti yudhoyono dipindahkan ikn kaltim daftar menteri pindah,Neutral
kementerian investasibkpm lahan sukanto tanoto ikn,Neutral
kementerian pupr selesaikan infrastruktur air ikn,Neutral
jokowi tawarkan singapura bangun plts ikn,Neutral
peduli sibuk timnas ikn,Negative
semoga gempanya pindah ikn aamiin,Neutral
menteri agraria tata ruangkepala badan pertanahan nasional atrbpn agus harimurti yudhoyono ahy kesiapannya pindah kota nusantara ikn,Neutral
pemindahan asn ikn nusantara langkah strategis langkah transformasi pemerintahan digital governance,Positive
mimpi tinggal ikn,Positive
peka tindakannya salahdi maini oligarki paham jiwanya dinasti klg berkuasajualan ikn balas budi proyek cukong,Negative
formasi asn kaltim ikn bkd kaltim mendukung,Positive
jokowi siapkan tim percepatan investasi ikn diumumkan,Neutral
bulanbulan tim dibentuk presiden diumumkan tim percepatan investasi ikn bahlil,Neutral
ikn dimimpikan jakarta diharapkan,Neutral
mengapresiasi antusiasme perusahaan singapura investasi ikn mengharap dukungan pembangunan plts ikn nusantara jokowi,Positive
china investor utama pembangunan ikn singapura,Neutral
jokowi pm lee bahas ketahanan pangan investasi ikn,Neutral
pls sppd ikn woiiiiii,Positive
ikn dimimpikan jakarta diharapkan,Neutral
emangnya ikn sih menarik minat investor penyelenggara negara,Negative
presiden joko widodo berharap singapura mendukung pembangunan pembangkit listrik tenaga surya plts kawasan kota nusantara ikn baca,Positive
ayok pindah ikn accor,Neutral
ahmad doli kurnia kagumi desain pusat pemerintahan provinsi papua tengah saingi ikn,Positive
thn memimpin bs kecolongan korupsi lbh ngeri jaman pemerintahan sby berkat buzzernya smua kamuflase seoalah pemimpin simbol korupsi sby cm hambalangskrg prestisius ikn ngeri,Negative
makan tuh ikn,Negative
kawasan inti wilayah ikn bebas sepeda motor motor kendaraan aman kendaraan pembunuh no kendaraan tertib kendaraan melanggar lalulintas jd ikn cth kota modern bebas kendaraan sepeda motor,Neutral
proyek ikn mahal boss,Negative
hitungannya data dr kemenaker jmlh tenaga indo jt rata gaji jtbln mk ptongan tapera kbln pemerintah dpt dana rp tbln rpt thn dana segar tuh diputar ikn nihi,Neutral
goronggorong jahanam bermuara ikn sialan,Negative
tuanya udah terjamin ikn,Negative
tapera bangun rmh ikn,Neutral
data dr kemenaker jmlh tenaga indo jt rata gaji jtbln mk ptongan tapera kbln pemerintah dpt dana kelolaan rp tbln rpt thn dana segar tuh diputar makan siang gratis ikn,Neutral
layar pemberi kesan kemajuan neg paralel kepedulian lingk etalase bernama ikn kejelasan basis neg next mbuh,Neutral
kereeennn ikn,Positive
data dr kemenaker jmlh tenaga indo jt rata gaji jtbln mk ptongan tapera kbln pemerintah dpt dana kelolaan rp tbln rpt thn dana segar tuh diputar makan siang gratis ikn mn,Neutral
dukung ikn,Positive
konten pornografi judi online diblokir ikn kaltim via internetstarlink,Neutral
dikorup tuh lunasin ikn,Neutral
sd biaya bangun ikn udah kesejahteraan pejabat segitu bangun ikn,Neutral
ikn masukan publiknya kudu,Neutral
bilang aja rakyat tolong pinjamkan negara uang butuh bangun ikn jalan tol duitnya habis korupsi,Negative
iya butuh bangun ikn,Neutral
bangun ikn pake apebeen emangnye bangun pos ronda pake apeaje mangkenye bs comot pertanggungjwbnnye ade ade aje netizen konohe xixixi,Neutral
jd salah ngusulin menetapkannya jd peraturan ditolak wapres budiono jaman sby koq knp skrg diberlakukan tujuannya keuntungan rakyat apamekanismenya gmn bayar ikn kah tanah wowo mu,Negative
pembangunan ikn audit biaya in out aja aja,Neutral
antek pemerintah km semegah rumah ikn,Negative
td cari tambahan dana ikn dri mahasiswa tpi mkanya alihin rakyat gaji jenius kau jok brp duit trkmpul hya dlm sebulan tapera gol,Neutral
wahberarti jual aset tanah bangunan milik negara kantor kementrian aset dijual murah taipan jakarta disulap pusat bisnis ala shenzen gibran teken si kaesang ngawal prosesnya hasil jual,Neutral
viralin hakim pungli polisi korup pemeras pelayanan publik ikn penajam dg tag akun suara didengar,Negative
dana haji aja korupsi urusin uang rakyat duitnya ngga bangun ikn ngga maksain,Negative
