full_text,label
Erick Thohir Klaim IKN Jadi Kota Pertama di Dunia yang 100 Persen Manfaatkan EBT https://t.co/WjJ80kmwKQ,Positive
IKN Bawa dampak Baik Bagi Indonesia https://t.co/yjM8W3JWOp,Positive
@grumpypanda28 @radenrauf Salam dari Bumi Harapan IKN,Neutral
Pemerintah Anggarkan Rp39 3 Triliun untuk bangun IKN di tahun 2024 #IKNNusantara #IbuKotaBaru https://t.co/F2aE9VArOY,Neutral
@Sera9292 @xxmslj @ExNarkoboyz mba masalah itu juga setiap ganti presiden ga kelar-kelar lihat deh dari zaman sby kalo fokusnya kesitu terus berarti arti IKN bukan prioritas disini bisa-bisa dibiarkan mangkrak,Negative
sebelum naik bus khusus biar bisa masuk ikn semua kendaraan pribadi di parkir di rest area yg toiletnya aja masih bayar air jg kuning sekitarnya becek bercampur lumpur. Padahal jaraknya cuma beberapa km dari kawasan yg ada di video,Negative
@suryant82779518 @diabara_ @KompasTV Siap2 yang ngurus IKN masuk bui via pidana korupsi karena nanti bisa jadi berpotensi 'merugikan negara'.,Negative
@KompasTV yg ngomong sama dengan orang yang ngomong mobil smk laku keras ikn banyak investor sampai berebutan...,Negative
caranya Herkules kasih Kantor di Ikn masbro,Neutral
@democrazymedia Sekarang sentral itu bukan di jakarta lagi karena ada IkN.. Jakarta juga masih di kendalikan pemerintahan pusat Karena dekat pemerintahan pusat Focus pak jokowi jateng.. Utara selatan timur barat Bendera pak prabowo dan pak jokowi naik..,Neutral
@HisyamMochtar Dana yg di korupsi Cukup untuk bangun IKN kenapa harus cari investor dari luar .,Negative
@shaww_ss Bikin sehat dong keliling ikn,Positive
@UGM_FESS Menurt aku 01 itu mendahulukan prioritas dan mungkin akan tinjau ulang pembangunan IKN ini memang IKN sudah digagas dri lama tapi blum juga direalisasikan brrti ada yg lebih dan harus diprioritaskan dulu,Neutral
INI LBH PENTING Dp IKN. https://t.co/KK5i0XF2uD,Negative
@hendrowijonarko @BudiBukanIntel @jokowi banyak masyarakat yang mendapat manfaat dari hadirnya IKN di Kalimantan Timur bapak kurang jauh mungkin mainnya. Bahkan berbagai negara mengapresiasi pembangunan IKN yang tentu akan memberikan multiplier effect bag,Positive
Jadi yg tidur nyenyak Juni kemaren di IKN Presiden Jokowi yg mana..? Gw jadi ngeri nih pak @jokowi https://t.co/IHdiCo6yh3,Neutral
IKN Tempat Yang Pas Untuk Mengubur Seluruh Legacy Mulyono https://t.co/KIDQRPn0Lo,Negative
Bandara Sepinggan engga yaaa karna deket IKN apapun yg menguntungkan pemerintah dienakin pokoknya,Negative
@OjolNyambi Patung jokowi sebentar lagi berdiri di ikn....biar kadrun sakit hatinya nambah kronis... https://t.co/yQspoYZVbX,Negative
MAJU SINI LO JUGA YG BILANG GUE AKAN PINDAH KE IKN MANAAAAA PROYEKNYA GA SELESAI-SELESAI,Negative
@Miduk17 Hidup IKN Hidup Kalimantan Timur. Enyahlah penolak IKN. https://t.co/ufA88P0bXx,Negative
Pak @erickthohir @AngkasaPura_2 @angkasapura mengingat begitu padat nya pekerja konstruksi ke arah #IKN dari seluruh nusantara... minta tambah slot utk penerbangan arah #balikpapan Cc @IndonesiaGaruda @citylink @LionAirID @lionairgroup @BatikAirINA @RudyKiran,Neutral
@PDemokrat @AgusYudhoyono Yg merampas tanah rakyat di IKn bukan mafia loh mas.....,Negative
@mas_veel Jadi lu pendukung Israel? Pak Ganjar konsisten menolak Israel karena itu sikap resmi negara. Dulu dicela ramai2....eh sekarang yg sedikit bau Israel dikecam habis-habisan. Kalau masalah IKN siapapun yg jadi presiden ya harus mau karena sdh ditet,Negative
@yonobubut70 @JinNonik jd yg salah itu yg ngusulin atau yg menetapkannya jd peraturan? sdh ditolak o/ wapres budiono jaman sby koq knp skrg mau diberlakukan? tujuannya apa? keuntungan u/ rakyat apa?mekanismenya gmn? u/ bayar ikn kah? itu tanah wowo kan mu,Negative
@FaraayuM @kompascom @AbanggSayur Lagian Lu juga kaga di ajak di IKN,Neutral
@CNNIndonesia Awal jadi gubernur katanya mau atasi kemacetan jakarta pas mau pilpres ngomong lagi kalo macet &amp,Negative
@kompascom Jika hukum tidak tenang pilih Coba periksa Jokowi soal IKN yg banyak rugikan yang negara.,Negative
TSM (terstruktur-sistematis-masif). tahun lalu aja mereka berani tumbalkan 894 org nyawa. Apalagi sekarang 2x lipat pun akan mereka lakukan. Reklamasi yg gagal ratusan triliun apalagi kalo IKN gatot bisa ribuan triliun.,Negative
@Opiniku95098012 Wong kok hobbyne ngutang..... Utang udh numpuk msh jga maksain diri bangun IKN....,Negative
@NenkMonica Wkwkwk Diliat dulu fraksi mana saja yg setuju ruu ikn Perasaan cuma pks yg nolak,Positive
Pembangunan pusat latihan PSSI di IKN Dihapus Kaesang Milik Kakak Malam Jumat Kiky Maljum Jan Ethes Tapera Boikot https://t.co/HoeTuuCfhf,Neutral
Setiap BUMN yg masuk di proyek IKN sudah bisa dipastikan boncos dan rugi. Apakah kerugian BUMN di IKN diktegorikan sebagai kerugian negara ?,Negative
Kadang ke grogot kadang ke handil kadang ke ikn. Kerja apa sih ini,Negative
@kangsodiq_ Ke ngantosan taksi terbang nu di IKN muka cabang di Bandung ahahahahah,Negative
@tempodotco ikn terjadi krn ambisi presiden utk dikenang,Neutral
@memefess ini cara pemerintah buat bayar utang ikn dengan memungut pajak rakyat,Neutral
@tham878 1. Masuk ke suatu kota tanpa bayar itu BIASA. Tidak perlu di GLORIFIKASI. Jika memang IKN adalah sebuah kota tapi jika area wisata. Lain cerita. 2. Kata untuk pejabat itu bukan arti harfiah MASUK. Tapi TINGGAL disana. Itupun pejabat juga nolak ti,Neutral
@adearmando61 Buang ke IKN sekalian gerombolannya termasuk armagendeng..,Negative
@Indonesiaguyub @M3n4ngtrus Penentuan lokasi rumah presiden dah ada sblm ikn dibangun,Neutral
Lokasi pesut itu mati memang sangat jauh. Tapi tau gk klo di IKN juga ada pesut? Tau gk pembangunan IKN itu juga menambah faktor matinya pesut yang ada?,Negative
@catuaries Masukin deck IKN bisa ini ~,Neutral
Ini lebih jelas bang @davidrnugroho ... Atau polusi dibawa angin https://t.co/rdf2BZNVT4,Neutral
Duhh pengen tinggal di IKN juga,Neutral
@dyingmagnolia_ @MrxStaein52986 @UGM_FESS yang ada di kalimantan khususnya daerah sekitar ikn baru muncul setelah uu ikn. dengan dibangun ikn karena bakal muncul satu pusat kota baru ekonomi daerah sekitarnya justru bakal berdampak banget. ,Positive
Kementerian PUPR selesaikan sejumlah infrastruktur air di IKN https://t.co/Wz353FjNe0,Neutral
@5teV3n_Pe9eL IKN mau bebas kejahatan mungkin gak bakalan ada polisi di IKN ya?,Neutral
@RagilSemar Ooo ini tujuannya menggandeng influencer buat ngendorse IKN Sementara itu warga sekitaran IKN hanya bisa melihat dan tidak bisa masuk karena mereka gak punya usaha laundry,Negative
INVESTOR MAKIN NGERI AJA LIHAT IKN BANJIR BANDANG LEBIH BURUK DR JAKARTA https://t.co/ilX1FHuwCN,Negative
Tak Segemilang Klaim Jokowi Ada Borok di Balik Pembangunan IKN https://t.co/iWJi3ChlH3,Negative
@Dara_Cega Bagaimana kondisi perbuatan tanah masyarakat dengan IKN mana yang menang?,Neutral
Rusun ASN di IKN Sudah 31 Persen Proyek Jalan Terus Selama Ramadan dan Lebaran https://t.co/CAb8zpZq1E #TempoBisnis,Positive
IKN itu impian Jokowi apa impian Rakyat? Kalo IKN itu impian Jokowi ya ndak usah diteruskan. Utk apa? Rakyat ndak butuh IKN. Yg butuh kan Jokowi. ‍️‍️,Negative
@tempodotco Kok malu banget yah punya presiden begini. Saking mau agustusan di IKN. Sampe harus merampok rakyat. BU yah presiden menjual tanah air. Demi ambisi ga jelas. Semoga nanti turun langsung kena karmanya.,Negative
@msaid_didu Wah..berarti jadi dong jual aset tanah dan bangunan milik Negara yg saat ini jadi kantor2 Kementrian aset dijual murah ke Taipan dan Jakarta akan disulap jadi pusat bisnis ala Shenzen. Gibran yg teken si Kaesang yg ngawal prosesnya. Hasil jual,Neutral
@CNNIndonesia Yg jelas buat nambal APBN yg defisit krn biayai IKN.,Neutral
@VIVAcoid Lebih terpukau rakyat yg sudah menonton video kamu tentang apa yg telah kamu sampaikan menyangkut IKN,Negative
@mosouoroch1 Gubernur gabisa cuman jadi perpanjangan tangan kebijakan jakarta/ikn. Mereka dikasi mandat dan kekuasaan untuk mengurus daerah sesuai kebutuhan dan karakteristik nya. Kalo cuma ngandelin UHC tanpa usaha untuk meningkatkan layanan kesehatan ga,Neutral
@Lintas_Jaman Lagi nyuci ikn kali bang,Neutral
@VIVAcoid Jangan lupa bangun IKN lho,Neutral
@Dennysiregar7 Utk nutupin IKN sama makan siang gratis kali!. https://t.co/nLGvF0QWxL,Negative
@Dennysiregar7 tiba tiba yg teken perpres pemindahan ibu kota ke IKN itu gibran ? karena prabowo masih diluar negeri,Neutral
@VIVAcoid dia terpukau lihat IKN .. saya tertawa melihat beliau,Negative
@CNNIndonesia Udahlah gak usah malu2. Akui saja. Biar tau rasanya atasi banjir. Kalo menang pindah ke IKN gak kalo banjir sampai berhari hari. Gubernur pilihan pak Jokowi nyerah atasi banjir. @prabowo,Neutral
@KompasTV Arti dari korupsinitu apa ...? Klo ngerugiin negara doang wah banyak yg lain impor beras food estate kereta cepat ikn minyak dll. Wah kejagung salah sasaran nih.,Negative
@StefanAntonio__ @roshanfaro Dasar otak kerdil macam @DokterTifa tar kalo minta rumah di IKN loe goreng isu udah gak menjabat ngebet berkuasa GT???? Ato yg jadi wakil sebenarnya pak Jokowi ato mas Gibran GT??? Dasar pasukan 16%,Negative
@jellypastaa Ikn tu aphhh? Babi hutan khh,Negative
@rainbowshead @LennaLenno @pandji Disclaimer: sy masyarakat sehat dr jaman bi cucun tp memang udh jarang dengerin eps2 terbaru dr ramadhan thn ini. Jd mungkin ga begitu tau apa ide2 pemerintahan yg mbaknya maksud. Tp sejauh yg sy tahu Bang Pandji jg gak m,Neutral
@aniesbaswedan @zakikeyy Jadi inget penamaan ikn &amp,Neutral
@kresbung masyarakat sekitar berdoa buat kelancaran pembangunan IKN,Positive
@raymondchins Duit negara terfokus di IKN,Neutral
Kalau mau viralin hakim2 pungli polisi korup dan para pemeras dari PELAYANAN PUBLIK IKN PENAJAM bisa gak y dg tag akun @KPK_RI @officialMKRI suara kami didengar?,Negative
IKN kota cerdas luar biasa https://t.co/DyOAQV0vAw,Positive
KATA GUE MAH INI KITA PINDAH AJA KE IKN ANJINGG,Negative
@Nofa_27R @ferrykoto @msaid_didu Maksudnya udah di dukung rakyat itu...IKN sudah di setujui DPR dan ada undang-undang....yg dimaksud rakyat disitu adalah DPR bukan perorangan kalo satu persatu rakyat Indonesia dimintain persetujuannya...sampe lebaran kuda,Neutral
@OposisiCerdas Penasaran mah bukan IKN elu2 pada yang bangun elu2 pada yang bangga2in elu2 juga yang bilang penasaran......ngotak ah dikit!,Negative
@StefanAntonio__ Karena mungkin Jkw tahu kalau nanti di IKN itu bakal terjadi banjir besar dan tenggelam krn alamnya dirusak,Neutral
@yangmi3prnew Kenapa dinamai SEPAKU ? Pasti gag ada yg tahu bahkan inisiator IKN pun tak tahu Tapi tetep semoga bisa terlaksana Upacara 17 Agustus 2024,Positive
@denismalhotra Piye @KejaksaanRI ? Kereta cepat &amp,Neutral
termakan bagusnya IKN sederhana dan masuk gorong2,Neutral
IKN lah. Masa harus di jelasin?,Neutral
Menhub Ungkap Bandara IKN Bisa Didarati Pesawat Raksasa di Desember https://t.co/tRKqijBN6i,Positive
@sobatnt_ udah pin lu tdr dl pin ini tone deaf bgt anjir mewahnya pejabat g bs dinormalisasiin. iye itu maksud pertanyaannya gmn org asli sana bs survive dgn adanya ikn yang ngebawa aparatur dr luar jatohnya mrk ga dpt senengnya malah lahannya keambil,Negative
@JamalBoegis Nolak ikn Nolak tol Nolak alutsista Kemunduran,Neutral
@EsterSusiani2 @PasTIGAma2024 @StefanAntonio__ Nugguspy ada fotopresiden kedepan ada di IKN... Kn buay promot,Neutral
@biolahitam tolong ya anda gausah ikut2an mentang2 sering pamerann di luar negri &amp,Negative
DESAIN ARSITEKTUR : Intip Konsep RS Vertikal di IKN https://t.co/XYUCfgF3gr,Neutral
Berikut https://t.co/4VOOkFAPN4 ringkaskan peristiwa-peristiwa penting di IKN sepanjang tahun 2024 | #IKN https://t.co/VjDZeJnJfW,Positive
@Beritasatu halah kalkulasi apa kaya IKN sama Kereta Cepat pasti karena maunya jokowi ingat tidak ada visi menteri yg ada visi jokowi,Negative
@zzzZz_zZZz03 Sorry ya. Aku udah punya yang lebih baik 12% dari kamu. Lagian tahun depan aku dapat warisan 200T dari abahku. Rencananya buat beli lahan di IKN. Ape lu......Ape lu...,Negative
⭐️ Titip IKN/PSN ⭐️⭐️ Titip Sawit/Batubara/Nikel ⭐️⭐️⭐️ Titip UU Ciptaker/KPK ⭐️⭐️⭐️⭐️Titip Anakku https://t.co/wqSxzkQwlo,Neutral
@Abe_Mukti Kok IKN ? bakal mangkrak itu,Negative
Akan bertambah panjanglah kebijakan/program yg dibuat dng nggak pakai mikir : - revisi UU KPK - UU Cipta Kerja - kereta cepat - IKN - UU OBL Kesehatan - makan siang gratis - kenaikan PPN 12%,Negative
@UGM_FESS Drpd ikn mending lu selametin jakarta dr tenggelam 2050,Negative
Rifqi menambahkan bahwa saat ini Komisi II DPR sedang menunggu arahan dari pimpinan DPR untuk menindaklanjuti surat tersebut. https://t.co/yZxH6Qa7GL,Neutral
@dewapuci Emang sih pada lebay. Kalimantan saatnya modern dgn IKN. Jangan jakarta dsktrny terus.,Positive
Pilkada telah usai kini saatnya kita bersatu untuk membangun masa depan yang lebih baik. #polri #poldakaltim #divhumas #ibukotanusantara #coolingsystem #Kaltim #IKN #mahakam https://t.co/Sy8LtkR4Bh,Positive
Proses pembangunan Ibu Kota Nusantara (IKN) terus berjalan. Di samping fokus melakukan pembangunan infrastruktur dan fasilitas di wilayah IKN ini pemerintah tengah berupaya menarik investasi dari dalam maupun luar negeri. https://t.co/ePZZMFSs20,Neutral
@Mdy_Asmara1701 Pa jokowinya sendiri uda bilang setelah tdk jd presiden tdk akan tinggal di IKN balik mulih ke kampung,Neutral
Eks Gubernur Bank Indonesia (BI) Prof Soedrajad Djiwandono yang dipecat sebelum Soeharto lengser menilai pemerintahan Jokowi tak siap membangun mega... https://t.co/LNXyfwvjyz,Negative
@notorious__98 Visit ikn kon lekr jaye,Neutral
Kok bisa ya pada setuju ama IKN. anjing,Negative
@Bdrt007 @StefanAntonio__ dia yang getol membangun IKN tapi tidak mau memberi contoh untuk tinggal disana.,Neutral
IKN memiliki potensi besar untuk membangun ekonomi berkelanjutan Indonesia dengan memprioritaskan teknologi ramah lingkungan dan inovasi #IbuKotaNegaraNusantara #IKN #IKNNusantara #IndonesiaEmas2045 #SmartCity #KotaModern #IndonesiaMaju #SmartDefenseSystem #KerjaNyataJokowi https://t.co/rfTp6O1adv,Positive
@kompascom https://t.co/VsTsD3KBFj sebelum dikasih jabatan...,Negative
@ridwankamil Disneyland di Karawangnya gak jadi2 yaa ? IKN 2 bln lgi sudah kayak jakarta katanya ? Tpi kok masih blom jadi² sih !!! Ini mah NGABODOR WAE si AKANG mah....!!!,Negative
Persiapan Piala Asia U-20 2025 Timnas Indonesia Akan Berlatih di IKN https://t.co/Mbb3EFtw5S #beritajogja #jogja #jogjaistimewa https://t.co/OKXlYiltNt,Neutral
IKN lanjut tapi warga juga wajib dibahagiakan dan disejahterakan #GanjarMahfud2024 #ganjarpresidenrakyat #3GASPOL https://t.co/OwRk41B5Jl,Positive
@akbarfaizal68 @gibran_tweet @jokowi Dah mendingan @jokowi sekeluarga suruh pindah aja ke IKN bikin muak disini,Negative
Jadi kritik IKN kemarin - kemarin karena memang ga di ajak toh,Negative
@kumparan Optimis tapi realitis bayang bayang sepanjang badan. Daripada katak ingin jadi sapi IKN kayak Dubai,Neutral
@inboundandhot Yang penting buat si Jokowi namanya akan dicatat sebagai Presiden RI Pertama yang berkantor di IKN. Yang lain mah tak penting... Jangan Kaget ya....,Neutral
@StefanAntonio__ Otak Lowbat...aturan mana Pak Jokowi pensiun harus tinggal di IKN?!...eloo udah jadi ikan asin IKN gk akan mangkrak,Neutral
@paxpux @Dennysiregar7 Jargonnya keberlanjutan....kampanye pilpres 2024 kok sekarang tidak suka IKN.,Neutral
@GunRomli Tuh kan yg begini2 dikomentarin IKN ga sesuai target KKN Dana Haji ga di blunderin,Neutral
Pakar UGM Ini Ungkap Potensi Gempa di IKN: Ada Sesar Tua https://t.co/nkvYhn5ybH,Neutral
ikn memajukan bangsa indonesia https://t.co/SN5hLHKPjV,Positive
Erick menyatakan kesiapan perusahaan pelat merah dalam memasok kebutuhan energi baik listrik dan gas untuk kantor-kantor pemerintahan di IKN. https://t.co/ZbgZsroRJN,Positive
@nandhahas Jadi pingin main main ke IKN,Positive
Otorita IKN Siapkan Pedoman Reklamasi Lahan Tambang di Nusantara https://t.co/PSLeS7tAyq,Neutral
@DjolaFix @AmbrosiusJunius @Manse_Mangat @albert_morafia @abangGionih @lux_mundi @OrangUluBorneo Maaf tdk mengurangi rasa hormat kepada Anda.Kitapunya rasa sensivitas yg tinggi soal permasalahan negara.Ini terlalu terburu2 membangun sebuah negara.Apalagi,Neutral
@kenzojaya_ @msaid_didu Kayaknya emang gak pernah ada pernyataan tidak akan meneruskan IKN deh.,Neutral
@EghintF Hidup Cina hidup ikn !!,Negative
@hsflbsls @Mdy_Asmara1701 Tdk bisalah tdk masalah ekonomi dli jawa yg pasti selesaikan IKN maaf kalau tdk ada komitmen dari AMIN kami kalimantan pasti NO kalau tdk percaya bukuikan 14 febuari 01 pasti tdk dpt suara paling pilih relawan,Positive
Polisi Telusuri Penyalahgunaan Narkoba di Antara Pekerja IKN https://t.co/ejDtZ4foX0,Negative
@M45Broo_ Mikirin IKN mau di apain,Neutral
@jiniyaigoya Disebut ikn biar jelas aja sih kak klo itu daerah khusus aka ibukota gitu,Neutral
Kirain sy terpukau krn dikasi jabatan menteri setelah lebih dr 9 thn tereak-tereak @AgusYudhoyono @PDemokrat https://t.co/GX2yuW83XB,Negative
@StefanAntonio__ Gibran di IKN? Sendirian? Baguslah. Ga ada manfaatnya juga,Negative
2015 beli btc yang banyak terus 2019 mulai cari tanah di ikn dari hasil btc itu. umur 23 udah sampe financial freedom lu,Negative
@JAmsterdam7 @itsyour_joy_ @sporttiaphari @dewapuci Hahahaha lucu ama @JAmsterdam7 ini kritik Jakarta Peduli IKN tapi masih cari duit di jakarta ya.. gw tunggu deh loe pindah ke IKN 2024 ini.,Negative
RRI mempersiapkan program-program untuk pra HUT RI ke-79 di IKN termasuk teknis siaran perdana. RRI di IKN juga melakukan rotasi pegawai setiap dua bulan untuk merasakan pembangunan IKN. #rri #ikn https://t.co/sY5I7PYSrw,Positive
IKN nih https://t.co/aStPskS1fx,Positive
@RoyMotor3 @BebySoSweet woooiii...! loe jgn bikin malu anak cucu loe karena goblog yg tak bertepi itu loe klo bernarasi harus 'apple to apple' dong kan gw rakyat jelata yg loe banding kan dgn seorang pemimpin negara lagian gw bukan berasumsi sendiri naras,Negative
PT Sarana Multi Infrastruktur (Persero) atau PT SMI mendapat kontrak penugasan senilai Rp825 miliar dari pemerintah untuk menggarap proyek Ibu Kota Negara (IKN) Nusantara. Lihat saja ujungnya...APBN bakal Boncos.. Gue yakin 1000 T lebih bakal kepake. https://t.co/u4ETwdYN00,Negative
Apakah kalau IKN sudah resmi JKT48 bakal jadi IKN48 ? saya bukan fansnya soalnya.,Neutral
Kementerian Komunikasi dan Informatika Republik Indonesia melalui Direktorat Informasi dan Komunikasi Perekonomian dan Maritim menyelenggarakan Temu Influencer dengan tajuk. #Kominfo #IKN #MedcomId https://t.co/Qmr0NSFPxZ,Positive
@FrankSudiro @sakkarepkuweh @madokafc1 karena sdh dibangun harusnya tetap diteruskan tapi sebaiknya IKN jangan lagi jadi prioritas utama anggaran.,Negative
Pertahanan Udara IKN Bakal Dilengkapi Rudal Baru dengan Daya Tembak Sedang https://t.co/SpHAi1tYTw,Positive
@mazzini_gsp Beruntungnya temen temen gua gua ceritain begini mereka sadar dari jauh jauh hari bahwa IKN itu cuma ambisi politik @jokowi,Neutral
Daerah Penyangga IKN Pj Gubernur Akan Integrasikan Pangkep ke Kawasan Mamminasata https://t.co/eD0WRWmEY5,Neutral
@V3g3L sesuatu yg sederhana dibuat rumit oleh KA...sungguh diluar akal sehat.. knp niat jahat MULYONO memporak porandakan tatanan negara - berbangsa ... mengobral sewa tanah² di IKN 190 th .. memberi PSN ke PIK2 tdk masuk kedalam NIAT JAHAT..?????,Negative
@AyuDwi390 @DokterTifa Betul banget.....mereka yang gak mampu dan mengerti harusnya gak usah komen..... membangun IKN butuh pemikiran besar dan perencanaan yang kuat.....pak Jokowi mampu untuk itu️,Negative
@Astrolinguistic @tanyakanrl engga lah.. akal2an pemerintah aja buat dikorupsi atau engga mungkin buat pembangunan lainnya IKN maybe(?) wkwk. negara konoha mah ga bakal menepati janjinya gue yakin itu,Negative
pls sppd keluar mau ikut ke ikn woiiiiii,Positive
@tempodotco Tukar bantal guling IKN? Enak tenan dibantu duit APBN buat naikin valuasi dan bisnis PIK dan BSD. Pengin misuh etapi..... Bayangin beli motor baru hampir 50% isinya pajak atau pendapatan ke negara. Eh APBN dibuat mainan. Ya Allah doa orang ban,Negative
@jokowi Bapak 10 tahun belum bisa naikin kesejahteraan guru dan nakes. Kualitas pendidikan sama transportasi umum ga digalakkan. Malah bikin IKN dan ga kelar. Perhitungan matang apa pak?,Negative
@Ciariaaa @Unnoname93 @AnakLolina2 Dan lihat kenyataannya anggota DPR tiba gk ada yg mw dipindahkan k ikn kan..knp?kan mereka yg mengesahkan UU nya..ikn udh dbngun klo gk ada yg nempatin jd ibukota mati dong nntnya? lalu uang itu kmn pergi nya nnt? mendin,Negative
Bagaimana kita mau lanjutin IKN atau Program lainya Jokowi sendiri sdh memecah Rakyatnya sendiri. Semua Programnya penuh dengan Mesum . 9 tahun membangun hancur dg 1 tahun Mental Mesumnya .,Negative
IKN cuy https://t.co/hF8NP59RWw,Neutral
@syahirularif Apakah IKN akan jd kayak hambalang?,Neutral
@CNNIndonesia yg mo sewa dan nginep di hotel IKN itu dedemit dan org halus,Negative
IKN panas betul bro mending kerja di jawa deh https://t.co/vAC9QYmEoJ,Negative
Go IKN go!,Positive
Menteri Investasi/Kepala BKPM Bahlil Lahadalia menyebut Djarum Group Wings Group hingga miliarder Sukanto Tanoto akan investasi di Ibu Kota Nusantara (IKN). https://t.co/w0c8g20fgI,Neutral
DIBACA GUYS! IKN itu penting jangan karena kampanye politik langsung mudah percaya dan yakin kalo IKN ga sepenting itu buat rakyat dan negara Siapapun presiden selanjutnya harus melanjutkan IKN. Rencana IKN sudah sejak zaman Bung Karno (Palangkaraya) dan Pak Harto (Jonggol),Positive
IKN merupakan keinginan bung karno untuk itu melanjutkan pembangunan IKN sama saja meneruskan cita-cita bung karno #GanjarMahfud2024 #3GASPOL #ganjarpresidenrakyat https://t.co/JkFVjxyKD0,Negative
@RagilSemar @yatch_as @PKSejahtera @FPKSDPRRI Ambisi lurah IKN hrs jd sbg ibukota negara status DKI sbg ibukota dicabut pdhl ibukota msh blm apa2 &amp,Negative
@tempodotco Disaat ekonomi sedang sulit . Bangun ikn . Ga tau lagi dah .,Negative
[VIDEO] Kunjungan AHY Pertama ke IKN Nusantara: Saya Jatuh Cinta https://t.co/CRDONNUYIt #youtube https://t.co/I1Zg0LB1lF,Positive
@5teV3n_Pe9eL Presiden 10 tahun dari cina yg modalin cina ngutang ke cina tenaga kerja dari cina bikin perumahan buat cina bikin ikn buat cina...trs pribumi mau kemana ? Ke cina ? Atau ini negara yg berubah jadi bagian cina ?,Negative
@Uki23 Program Prioritas ? Maksud loe IKN &amp,Neutral
@mulimuhiddin Blusukan janji tuntaskan pelanggaran HAM janji tidak utang malah menggunung revolusi mental dgn 'pelanggaran etik yg penting tidak melanggar hukum?) GAGAL diganti infrastruktur n IKN dgn KKNepotisme-nya apakah cukup buat dibanggakan penjilat,Negative
IKN MENDUNIA‼️Usai Sarawak Kini Giliran Sabah yang Mengunjungi IKN Untu... https://t.co/saZWMbbtvw lewat @YouTube,Positive
Saya juga mengapresiasi antusiasme 29 perusahaan Singapura dalam investasi di IKN dan saya mengharap dukungan pembangunan PLTS di IKN Nusantara ujar Jokowi. | #PembangkitListrik #IKN #Singapura https://t.co/YRdqqaInbY,Positive
@liaasister Lebih milih bangun IKN daripada ngasih gaji besar buat para guru... Biaya pendidikan mahal gaji guru kecil gimana negara mau maju kayanya lebih senang klo rakyat nya bodoh jadi biar bisa di bodohi sama pejabat nya.,Negative
@tempodotco Jokowi harusnya diberikan tanah dan pindah ke IKN ketika lengser. Bukan ke solo,Neutral
@Matchabkngrinti @XboxQuest27 @M45Broo Ya kan daripd di jual sama orang luar ya manpaatin aja buat yg di gusur ..kan mensejahterakan rakyat bukan mensejahtrakan pegwai pemerintah hii...ana juga tau harus beli kan klo tinggal di ikn dan biaya sewa nya mahal,Negative
@RajaJuliAntoni Jualnya ikn gmna bro? Laku?,Neutral
@TSolihien 400 trilyun klo niat ngebangun alihin aja ke IKN wi,Negative
@AndreIrwanto92 @StefanAntonio__ Goblok goblok sejak kapan IKN mangkrak. Ini para pembenci doa nya IKN harus mangkrak. Sakit hati boleh tapi jangan goblok.,Positive
Alhamdulillah investor asing mulai membanjiri modalnya di IKN semoga pembangunannya berjalan pesat sehingga akan menjadi sumber pendapatan negara menuju Indonesia emas 2024️️ https://t.co/2nzkwpeqhi,Positive
@ululceriya Sabar lul. Pajakmu dipake buat bangun istana sm rumah mentri di ikn,Negative
@fallinwain Daku IKN aja pp 3jt berasa nyesek 2hari doang,Neutral
@BosPurwa Fix IKN Mangkrak dan Jokodok Bajitol Lepas tangan Ga Mau Tanggung jawab&amp,Negative
@BosPurwa Klo gak dikorup bisa tuh lunasin IKN,Neutral
Warga Kecamatan Sepaku Kabupaten Penajam Paser Utara (PPU) Kalimantan Timur akan segera memiliki Identitas KTP dengan alamat IKN Nusantara. Keberadaan KTP IKN tersebut tidak hanya sekadar sebuah identitas tetapi akan membawa berbagai keuntungan bagi masyarakat. https://t.co/ZdBdBo7h6k,Neutral
@gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @AtiqahFahrina @ebe_ganzo @Ghurem2 IKN? Bikin rakyat makin nggak percaya sama janji-janji pemerintah.,Negative
Waspada Sesar Tua di IKN Berpotensi Gempa! https://t.co/fnx5GN19Ev,Neutral
@ike_hw71 @duniabulat5 Rakyat nya di palak bayar pajak pemimpin dan influencer yang pesta pora di ikn itulah negeri konoha,Negative
@StefanAntonio__ jangankan prabowo jokowi jg nggak mau tinggal di ikn setelah pensiun jokowi lebih memilih tinggal di solo dng tanah + rumah pemberian negara yg super luas,Neutral
@prastow Sesungguhnya kecewa sih ada bu sri mulyani ada pak prastowo tapi error di pajak dan becuk ga ada yg diberesin. Semua munculnya stlh viral bak pahlawan. Nyari uang ke kelas menengah itu buat IKN kah? Kenapa ga peras orang2 super kaya yg jumlahnya,Negative
@PNS_Ababil Apakabar bangun IKN di tempat jin buang anak terus ga jd pindah lg.. itu rugi ratusan T harusnya di gantung sih,Negative
@kompascom semoga jkw dan koalisinya segera pindah ke ikn hehehehe,Positive
Live Report situasi menjelang tahun baru 2025 dalam Rangka Operasi Lilin Mahakam 2024 di Pasar Klandasan Balikpapan JAYA SELALU POLRI 🇲🇨🇲🇨 #polri #divhumas #poldakaltim #coolingsystem #IKN #ibukotanusantara #Mahakam https://t.co/1UsoN8JvXe,Positive
