created_at,username,full_text,label
Sat Mar 30 09:10:35 +0000 2024,,Warga Kecamatan Sepaku Kabupaten Penajam Paser Utara (PPU) Kalimantan Timur akan segera memiliki Identitas KTP dengan alamat IKN Nusantara. Keberadaan KTP IKN tersebut tidak hanya sekadar sebuah identitas tetapi akan membawa berbagai keuntungan bagi masyarakat. https://t.co/ZdBdBo7h6k,Neutral
Sat Mar 30 09:09:35 +0000 2024,,@tempodotco Rupanya di IKN ini pryeknya dikuasai oleh sipit semua..waaah luar biasa!,Negative
Sat Mar 30 09:06:49 +0000 2024,,@AnakLolina2 Kemaren kamu nolak IKN koq sekarang ngurusin IKN?? Munafik....,Negative
Sat Mar 30 09:02:45 +0000 2024,,@sutanmangara Yaman itu sebelah mana? Bukan menolak IKN kan ??,Negative
Sat Mar 30 09:00:45 +0000 2024,,@Miduk17 Hidup IKN Hidup Kalimantan Timur. Enyahlah penolak IKN. https://t.co/ufA88P0bXx,Negative
Sat Mar 30 08:59:36 +0000 2024,,@gilang_ahm31272 Hidup IKN Hidup Kalimantan!,Positive
Sat Mar 30 08:57:07 +0000 2024,,@biolahitam tolong ya anda gausah ikut2an mentang2 sering pamerann di luar negri &amp,Negative
Sat Mar 30 08:56:57 +0000 2024,,@ditanyaenha Kayaknya kalo ntar Spore pindah IKN ntar Enha ngonser di IKN Dit wkwk,Negative
Sat Mar 30 08:54:05 +0000 2024,,Kawasan Milik Agung Sedayu Group dan Sinar Mas Group Jadi PSN Ini Sederet Proyek Mereka di IKN https://t.co/DkfNMoVyPx #TempoBisnis,Negative
Sat Mar 30 08:53:25 +0000 2024,,Data Potensi Proyek di Ibu Kota Nusantara (IKN) 202022-2024 https://t.co/U3AmtTU7qn https://t.co/ConaUgctgs,Neutral
Sat Mar 30 08:50:12 +0000 2024,,@SiaranBolaLive Masi aja ngomong soal jangan smpai mengubur mimpi . Aelah kumpo uda dijelasin bolak balik pendek jalan panjang juga jalan.. lu pikir training camp dibangun di IKN tu buat apaan? Deal sama jerman jepang tu buat apaan?? Mengubur2 ndasmu wkwk,Negative
Sat Mar 30 08:49:32 +0000 2024,,@AnakLolina2 Harga tinggi keknya udah biasa deh menjelang hari² raya setiap tahun dan itu adalah siklus ekonomi yg setiap tahun emang terjadi. Jadi gada hubungannya ya dengan IKN.,Neutral
Sat Mar 30 08:38:31 +0000 2024,,PT Sarana Multi Infrastruktur (Persero) atau PT SMI mendapat kontrak penugasan senilai Rp825 miliar dari pemerintah untuk menggarap proyek Ibu Kota Negara (IKN) Nusantara. Lihat saja ujungnya...APBN bakal Boncos.. Gue yakin 1000 T lebih bakal kepake. https://t.co/u4ETwdYN00,Negative
Sat Mar 30 08:28:04 +0000 2024,,@ululceriya Sabar lul. Pajakmu dipake buat bangun istana sm rumah mentri di ikn,Negative
Sat Mar 30 08:27:16 +0000 2024,,PROGRAM MAKAN SIANG GRATIS + SEKOLAH/KULIAH GRATIS LEBIH MASUK AKAL UNTUK RAKYAT NKRI DARIPADA PINDAH IBUKOTA NEGARA YANG TAK TERLALU PENTING. @myputun https://t.co/IaWBOtGXnz,Negative
Sat Mar 30 08:26:57 +0000 2024,,@AyuDwi390 @DokterTifa Betul banget.....mereka yang gak mampu dan mengerti harusnya gak usah komen..... membangun IKN butuh pemikiran besar dan perencanaan yang kuat.....pak Jokowi mampu untuk itu️,Negative
Sat Mar 30 08:22:15 +0000 2024,,@PDemokrat nhaa gitu setelah 9 th 4 bulan kritik pemerintah kritik IKN sekrg waktunya puja puji pemerintah. pak @SBYudhoyono mgkn beliau lupa buku karangannya cawe2 presiden jokowi di pilpres 2024.suara lantang @AgusYudhoyono ttg IKN skr berubah pujian .,Negative
Sat Mar 30 08:18:07 +0000 2024,,@Unnoname93 @AnakLolina2 Iya sih gk smw dr APBN ..tp Dr hutang negara ya...Krn itu pemerintahan skrg hutangnya smkn bertambah dan smkn bnyk pula.. jd smpek ikn ditawar kan k Singapura... Penduduk yg rmhny dekat ikn pun bhkn mw diusir meski gk jd krn viral,Negative
Sat Mar 30 08:15:19 +0000 2024,,@swastiacintya Dasar pemilik sanggar seni terbesar di IKN!!!!,Negative
Mon Apr 29 23:55:43 +0000 2024,,IKN Wujud Kemandirian Bangsa Dan Keberlanjutan Pusat Kota Berbudaya Islam Nusantara https://t.co/QMfKjogABO - Seperti kita tahu rancangan kota masa lalu didasarkan pada kearifan lokal yang merupa Baca Selengkapnya : https://t.co/8M6dkPM8r4 Tanggal : 30 April 2024,Neutral
Mon Apr 29 23:53:02 +0000 2024,,ada yg memiliki saham KKGI rain grup?? komen brp LOT memiliki?? #kkgi #saham #tambang #ikn #iknnusantara https://t.co/uh7oVIGGZX,Neutral
Mon Apr 29 23:42:38 +0000 2024,,@prastow Sesungguhnya kecewa sih ada bu sri mulyani ada pak prastowo tapi error di pajak dan becuk ga ada yg diberesin. Semua munculnya stlh viral bak pahlawan. Nyari uang ke kelas menengah itu buat IKN kah? Kenapa ga peras orang2 super kaya yg jumlahnya,Negative
Mon Apr 29 23:34:55 +0000 2024,,@BabehAldoAje135 Harusnya kemarin tuh wasit kasih tanah berapa hektare gitu di IKN,Negative
Mon Apr 29 23:29:21 +0000 2024,,@Opiniku95098012 Wong kok hobbyne ngutang..... Utang udh numpuk msh jga maksain diri bangun IKN....,Negative
Mon Apr 29 23:20:03 +0000 2024,,aku kalau berdoa minta di ikn gimana ya? wkwk,Neutral
Mon Apr 29 23:18:29 +0000 2024,,@Anggita_lung Dukung pembangunan IKN,Positive
Mon Apr 29 23:11:47 +0000 2024,,Pemilu Usai Kementerian Investasi Kebut Cari Investor Danai IKN https://t.co/nLWcqmSFeO https://t.co/oKQ5T9A789,Negative
Mon Apr 29 23:01:55 +0000 2024,,IKN membanggakan dengan lapangan upacara berstandar FIFA. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/V5bboUrYKj,Negative
Mon Apr 29 22:42:17 +0000 2024,,@jalur5_ Rakyatnya kegocek pinjol biyuemen kegocek china trap elah proyek2 lu pada ngapain sih? Segala mo bangun ikn kayak punya duit aja,Negative
Mon Apr 29 22:37:38 +0000 2024,,@laskar16295 Terus china minta imbalan tol ikn dan sawah padi.,Negative
Mon Apr 29 22:24:56 +0000 2024,,@baladatemp81441 @BabehAldoAje135 @jokowi Mau IKN aja,Neutral
Mon Apr 29 22:08:01 +0000 2024,,@abu_waras setuju biar latihan nya di IKN sambil main takumpat...,Positive
Mon Apr 29 21:09:34 +0000 2024,,Catatan Dosen Unair untuk Relokasi ASN ke IKN: Kebijakan Terburu-buru https://t.co/xodRcCDo5U #TempoTekno,Negative
Mon Apr 29 20:51:00 +0000 2024,,Retreat ketujuh itu merupakan terakhir kalinya bagi Jokowi maupun Lee sebelum masa pemerintahan mereka berakhir tahun ini. https://t.co/mZt5A7MZid,Neutral
Mon Apr 29 20:49:10 +0000 2024,,@WongAlasRoban Perlu kalian ketahui...ahy di kasih tugas di IKN.. ada kemungkinan agar menggusur rakyat2 yg tdk mau pindah,Negative
Mon Apr 29 20:48:47 +0000 2024,,@realfedinuril Nggak lah bang nanti Djan etis juga bakalan kadi anggota paskibraka di IKN wkwkwkwkw,Negative
Mon Apr 29 20:13:35 +0000 2024,,29 Singaporean Companies Investing in IKN https://t.co/GLKZS1ZuuB https://t.co/oKkDujJbeM,Positive
Mon Apr 29 19:36:34 +0000 2024,,IKN panas betul bro mending kerja di jawa deh https://t.co/vAC9QYmEoJ,Negative
Mon Apr 29 19:02:24 +0000 2024,,@sosmedkeras Indo kalah gara wasit yg dr China udh ngadu aja sama Lord Luhut batalin semua proyek kerjasama dg China termasuk kreta cepat nikel toll ikn dll.,Negative
Mon Apr 29 19:01:02 +0000 2024,,@kumparan Indo kalah gara wasit yg dr China udh ngadu aja sama Lord Luhut batalin semua proyek kerjasama dg China termasuk kreta cepat nikel toll ikn dll.,Negative
Mon Apr 29 18:59:27 +0000 2024,,@zanatul_91 Indo kalah gara wasit yg dr China udh ngadu aja sama Lord Luhut batalin semua proyek kerjasama dg China termasuk kreta cepat nikel toll ikn dll.,Negative
Mon Apr 29 18:50:31 +0000 2024,,@hausbigwin @krzvnism @ARSIPAJA kalau dari kalbar yaa ikn itu jauhh,Neutral
Mon Apr 29 18:08:05 +0000 2024,,Sukanto Tanoto Disiapkan Lahan Investasi di IKN Initip Gurita Bisnisnya https://t.co/Mu7l6sWt3P,Negative
Mon Apr 29 17:53:36 +0000 2024,,Akhirnya Status Ibu Kota Jakarta Dicabut Jokowi Pusat Pemerintahan Segera Pindah ke IKN Nusantara https://t.co/m0sUFQHe5n,Neutral
Mon Apr 29 17:44:05 +0000 2024,,@Gerindra Bang cuma mau tanya! 1. Buka dong data pemilik konsesi lahan yang digunakan ikn itu punya siapa dan ada tukar guling atau ga? 2. Buka dong rincian penggunaan anggaran Kemenhan? Dari jumlah personil militer alutsista yang digunakan Indonesia tekh,Negative
Mon Apr 29 17:23:22 +0000 2024,,https://t.co/65Dh7oWY4X Sejak Tahun 2022 Polri Telah Kirim 709 Personel ke IKN breaking news.......... https://t.co/MM8ielzZXW,Neutral
Mon Apr 29 17:08:11 +0000 2024,,Polri akan mulai memindahkan personelnya untuk bertugas di Ibu Kota Negara (IKN) secara bertahap mulai pertengahan 2024. Langkah ini dilakukan sebagai... https://t.co/Yi5llCGm3M,Neutral
Mon Apr 29 17:04:21 +0000 2024,,Jokowi Minta Singapura Dukung Pembangunan PLTS Di IKN https://t.co/ABv2f23kV4 https://t.co/0Vm8bWb9G5,Neutral
Mon Apr 29 17:03:36 +0000 2024,,Siap-siap! Rekrutmen 200.000 ASN Fresh Graduate untuk IKN Dibuka Bulan Depan https://t.co/lEgr53oqFJ https://t.co/0I0RApXPQV,Positive
Mon Apr 29 16:58:51 +0000 2024,,@rredssun_ @krzvnism @ARSIPAJA Buat IKN.,Neutral
Mon Apr 29 16:56:12 +0000 2024,,Polri Bakal Pindahkan Personel ke IKN Mulai Pertengahan 2024 https://t.co/LB9HDxwEQf,Neutral
Mon Apr 29 16:53:05 +0000 2024,,Mungkin bisa disediakan satu area tertentu untuk aktivitas demo di IKN semacam Hyde Park di London. Dengan demikian demo tidak harus mengganggu traffic. Penggunaan speaker/megaphone di situ sebaiknya dilarang karena akan bikin polusi suara. Sekuatnya pita suara di leher saja.,Neutral
Mon Apr 29 16:47:13 +0000 2024,,@hausbigwin @krzvnism @ARSIPAJA Masalahnya Akses Pontianak ke IKN aja lebih sulit daripada Pontianak ke Kuching,Negative
Mon Apr 29 16:39:14 +0000 2024,,@FrankSudiro @sakkarepkuweh @madokafc1 karena sdh dibangun harusnya tetap diteruskan tapi sebaiknya IKN jangan lagi jadi prioritas utama anggaran.,Negative
Mon Apr 29 16:34:53 +0000 2024,,@convomf tandain muka nya kalo ketauan lagi nguli proyek di IKN tonjok aja muka nya,Negative
Mon Apr 29 16:33:00 +0000 2024,,Indonesia juga mengundang Singapura untuk menjadi pengembang tiga kawasan industri produk halal yaitu di Bintan Serang dan Sidoarjo. https://t.co/mZt5A7Nx7L,Neutral
Mon Apr 29 16:32:58 +0000 2024,,@NenkMonica Wowo srh Tlp xin ping ikn batal ...,Negative
Mon Apr 29 16:31:08 +0000 2024,,Bahlil Sebut Jokowi Sedang Bentuk Tim Percepatan Investasi IKN https://t.co/NE2kgQYUS6,Neutral
Mon Apr 29 16:30:40 +0000 2024,,#nobar #timnas #kutaitimur #AFFU23 support Garuda muda puluhan ribu masyarakat Sangatta tumpah ruah dukung timnas di AFF U-23. #shintaeyong #bupati #Kaltim #IKN #nusantara https://t.co/GxuuYx8rKp,Positive
Mon Apr 29 16:28:08 +0000 2024,,Kalau RI1 sudah ngantor di IKN demo di patung kuda Jakarta akan kehiĺangan vibe-nya. Para organizer demo akan minta fee lebih tinggi karena akan akan ada komponen biaya transport (Jakarta-IKN). Solusi: hrs direkrut dr Kaltim Di IKN pemerintah jg harus menyediakan spot khusus.,Negative
Mon Apr 29 16:27:31 +0000 2024,,@EghintF Hidup Cina hidup ikn !!,Negative
Mon Apr 29 16:27:01 +0000 2024,,Hidup Cina hidup ikn !!!,Negative
Mon Apr 29 16:12:39 +0000 2024,,@Ronnie_Rusli IKN dan Program Makan Siang adalah resep sempurna yg akan membuat negara kita kedalam jurang utang dan krisis fiskal.,Negative
Mon Apr 29 16:11:09 +0000 2024,,Waspada Sesar Tua di IKN Berpotensi Gempa! https://t.co/fnx5GN19Ev,Neutral
Mon Apr 29 15:48:13 +0000 2024,,@prastow Bos-bos jangan di langit mulu ketinggian ga pernah turun ke dunia masyarakat biasa. Ngapain sih malakin impor barang2 pemakaian pribadi ? Ini kaum menengah bukan buat dijual lagi. Ngapain meres kelas menengah ampe kering ? Kaya penjahat aja diinc,Negative
Mon Apr 29 15:46:43 +0000 2024,,@pchthez anjir detail banget pad sampe ada trivia ilangin komunis segala btw pasangan hidup itu mengacu ke suami/istri karena presiden2 kt bukan satu jenis kelamin makanya hamba pake kata pasangan hidup wkwkw. tapi gapapa pad udah cocok jadi penghuni ikn,Negative
Mon Apr 29 15:40:34 +0000 2024,,@orracion6 @sofiesyarief Jangan lupa makan siang gratis anggaranya hampir sama IKN,Negative
Mon Apr 29 15:34:12 +0000 2024,,Bandara Sepinggan engga yaaa karna deket IKN apapun yg menguntungkan pemerintah dienakin pokoknya,Negative
Mon Apr 29 15:32:26 +0000 2024,,Udah dikasih invest banyak di IKN tetep ga ngasih gol ckck,Negative
Mon Apr 29 15:29:52 +0000 2024,,Stop proyek mercu suar IKN lah kalau demi ekonomi.,Negative
Mon Apr 29 15:24:33 +0000 2024,,Kalo ga salah biaya bikin IKN itu lebih rendah dibandingkan biaya bansos pemilu kemarin hitungan triliunnya.,Negative
Mon Apr 29 15:12:22 +0000 2024,,@ajengcute16__ Dulu doyan banget kritik IKN eh skrg jadi endorse atawa jongoz IKN,Negative
Mon Apr 29 15:08:05 +0000 2024,,Polisi Telusuri Penyalahgunaan Narkoba di Antara Pekerja IKN https://t.co/ejDtZ4foX0,Negative
Mon Apr 29 15:03:19 +0000 2024,,Ternyata bisa dilihat dari pinggir jalan proyek Pembangunan Jalan Bebas Hambatan Seksi 6B ini . Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #fyp #mitraikn #jalanmenujuikn #jalanbebashambatan #pemaluan #ibukotanusantara #ikn https://t.co/1p1goKOK7q,Neutral
Mon Apr 29 14:58:07 +0000 2024,,Rezim gak mikir rakyatnya masih susah beli kebutuhan sehari² cuman mikirin mau duduk spt raja disinggasana buat keluarganya berkuasa Indonesia Bakal Punya Gedung Pencakar Langit Tertinggi di Asia Dibangun di IKN Nusantara https://t.co/jKhesfzkjV,Negative
Mon Apr 29 14:43:59 +0000 2024,,Ini pak Jokowi apa nggak bisa nelfun presiden Uzbek biar ngalah ntar kompensasinya kasih invest saham di IKN gitu ke Uzbek Kok ngeri liatnya wkwkwkwkwk,Negative
Mon Apr 29 14:41:16 +0000 2024,,Presiden Jokowi telah meneken Undang Undang terkait Provinsi Daerah Khusus Jakarta (DKJ) pada 25 April 2024 lalu. Dalam waktu dekat status ibu kota Indonesia bukan lagi disandang oleh Jakarta melainkan di Ibu Kota Nusantara (IKN) yang terletak di Penajam Pasir Utara Provinsi https://t.co/boaew2dteB,Neutral
Mon Apr 29 14:36:06 +0000 2024,,Upacara Adat Khas Kaltim Tradisi Penuh Makna di IKN https://t.co/qaK6mBL94G,Neutral
Mon Apr 29 14:29:55 +0000 2024,,@kumparan Pantes para pejabat enggan mau ke IKN :V,Negative
Mon Apr 29 14:18:35 +0000 2024,,I LOVE JOKOWI I LOVE JOKOWI I LOVE JOKOWI PLEASE CONTINUE IKN LONG LIVE PRABOWO GIBRAN I LOVE PRAGIB SALAM PANCASILA,Neutral
Mon Apr 29 14:18:33 +0000 2024,,@hausbigwin @krzvnism @ARSIPAJA IKN kaltim sih kak sedangkan kaltara ga punya bandara internasional,Neutral
Mon Apr 29 14:13:28 +0000 2024,,Ini semua bandara di Kalimantan kena ceritanya mau dipusatkan ke IKN kh,Neutral
Mon Apr 29 14:11:21 +0000 2024,,@rredssun_ @krzvnism @ARSIPAJA buat IKN bangsat bener emang Jokowi anjing,Negative
Mon Apr 29 13:04:58 +0000 2024,,Telah kita tawarkan beberapa peluang-peluang investasi manufaktur tekstil di Kendal Industrial Park kemudian ekonomi hijau melalui infrastruktur yang berkelanjutan dan pembangunan pusat data di Nongsa Batam kata @Jokowi. https://t.co/3JC94n8SrF,Neutral
Mon Apr 29 13:04:05 +0000 2024,,Bahlil Siapkan Lahan Khusus Sukanto Tanoto Investasi ke IKN https://t.co/6pIU3y6ccF,Neutral
Mon Apr 29 13:01:21 +0000 2024,,@NenkMonica @bahlillahadalia Menanti teriakan masyarakat IKN,Negative
Mon Apr 29 12:56:04 +0000 2024,,@asteriaceilo gila udah sampe ikn ajaa,Neutral
Mon Apr 29 12:46:25 +0000 2024,,@abu_waras Apakah baja produksinya digunakan diproyek pembangunan di IKN ?,Neutral
Mon Apr 29 12:41:35 +0000 2024,,Bahlil mengungkapkan pemerintah sedang memproses permintaan lahan untuk investasi Sukanto Tanoto di IKN Nusantara. #bisnisupdate #update #bisnis #text https://t.co/egcFLfkI63,Neutral
Mon Apr 29 12:37:54 +0000 2024,,@jomoklover999 @masgah_ @medyrenaldy_ @beacukaisoetta Kemungkinan emang ga akan dibenahin sih. Mukidi fokusnya bikin ikn yg ece2 gini mah masa bodo. Apalagi nambah kas negara.,Negative
Mon Apr 29 12:32:24 +0000 2024,,Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM) Bahlil Lahadalia memberikan kabar terbaru terkait Sukanto Tanoto konglomerat Nasional yang akan berinvestasi ke Ibu Kota Nusantara (IKN). Baca di https://t.co/V6qcU0aFyJ https://t.co/rR5AqDuS8U,Neutral
Mon Apr 29 12:30:22 +0000 2024,,Cecunguk. Bahlil Siapkan Lahan untuk Konglomerat Sukanto Tanoto di IKN Klik untuk baca: https://t.co/4J3csStKNv Kompascom+ baca berita tanpa iklan: https://t.co/yFI6t5wAMX Download aplikasi: https://t.co/ChWhlAiz4m https://t.co/4J3csStKNv,Neutral
Mon Apr 29 12:28:00 +0000 2024,,Jokowi Teken UU DKJ Jakarta Bersiap Lepas Status Ibu Kota. Gimana menurut Terbiters? #dkj #daerahkhususibukotajakarta #ibukotanusantara #ikn #jokowi #presidenjokowi #harianterbitcom https://t.co/ZlDzu9KbmJ,Neutral
Mon Apr 29 12:25:35 +0000 2024,,Menteri Investasi/Kepala BKPM Bahlil Lahadalia menyebut Djarum Group Wings Group hingga miliarder Sukanto Tanoto akan investasi di Ibu Kota Nusantara (IKN). https://t.co/w0c8g20fgI,Neutral
Mon Apr 29 12:23:56 +0000 2024,,@asfan_warah Saya husnudzon bahia Mas Anies diselamatkan Allah SWT dari mewarisi hutang yang sangat besar terutama dari kereta cepat dan ikn....,Negative
Mon Apr 29 12:12:00 +0000 2024,,Dalam pertemuan berformat retreat tersebut Jokowi menawarkan kepada Singapura beberapa peluang investasi di Indonesia di antaranya untuk manufaktur tekstil di Kendal Industrial Park serta pembangunan pusat data di Nongsa Digital Park Batam. https://t.co/mZt5A7MZid,Neutral
Mon Apr 29 12:00:57 +0000 2024,,https://t.co/Ti6XQoP0uU Butuh 200 tahun lagi untuk punya Presiden yg mau menjual wilayah teritorial Negara.,Negative
Mon Apr 29 11:56:05 +0000 2024,,@NoharaZhi Deket IKN nih,Neutral
Mon Apr 29 11:53:51 +0000 2024,,Alhamdulillah Hermina bangun RS di IKN *malah salah fokus *jaga2 gan,Positive
Mon Apr 29 11:52:05 +0000 2024,,Presiden Jokowi dan PM Lee Bahas Investasi di IKN https://t.co/ifIr0FF5sA,Neutral
Mon Apr 29 11:51:09 +0000 2024,,@Zaarazhar @emirates Bandara seharga IKN ya,Negative
Mon Apr 29 11:43:55 +0000 2024,,Jokowi Bakal Umumkan Tim Percepatan Investasi IKN Bulan Depan https://t.co/O5sX7eaSkO,Neutral
Mon Apr 29 11:42:43 +0000 2024,,@_MbakSri_ Memang harus kerja beregu berombong2an kan enak. Berombong2 menangkan pilpres berombong garap PSN termasuk IKN dll. Dan berombongan sumbang tontonan rakyat. Dan berombongan kasih makan gratis. Eh kapan ya?,Negative
Mon Apr 29 11:40:13 +0000 2024,,Bahlil Siapkan Lahan untuk Konglomerat Sukanto Tanoto di IKN &gt,Negative
Mon Apr 29 11:29:43 +0000 2024,,@ARSIPAJA buat patungan bangun ikn ya bu ?,Negative
Mon Apr 29 11:21:14 +0000 2024,,Pak @erickthohir @AngkasaPura_2 @angkasapura mengingat begitu padat nya pekerja konstruksi ke arah #IKN dari seluruh nusantara... minta tambah slot utk penerbangan arah #balikpapan Cc @IndonesiaGaruda @citylink @LionAirID @lionairgroup @BatikAirINA @RudyKiran,Neutral
Mon Apr 29 11:19:55 +0000 2024,,Pertemuan Presiden Jokowi dan PM Lee Bahas Implementasi Perjanjian FIR Hingga Investasi di IKN https://t.co/heEDycyeNN,Neutral
Mon Apr 29 11:19:12 +0000 2024,,@jiniyaigoya Disebut ikn biar jelas aja sih kak klo itu daerah khusus aka ibukota gitu,Neutral
Mon Apr 29 11:18:02 +0000 2024,,Saya akan kebut (pembangunan dan investasi di IKN) setelah pemilu dan progresnya bulan Juli-Agustus sudah bisa kita nginep di sana. Kemarin saya dipanggil oleh presiden dengan kepala IKN untuk membahas khusus ini ujar Bahlil. #IKN https://t.co/DVX102aFkr,Neutral
Mon Apr 29 11:15:01 +0000 2024,,Bahlil Sebut Tim Percepatan Investasi di IKN Bakal Diumumkan Bulan Depan https://t.co/HJmz4vrSxC,Neutral
Mon Apr 29 11:09:16 +0000 2024,,Siasat Pemerintah Bentuk Tim Investasi Demi Dorong Pembangunan IKN Nusantara https://t.co/OSkBgOPPKt https://t.co/DcwbN7Lx4a,Neutral
Mon Apr 29 11:05:44 +0000 2024,,Puluhan perusahaan asal Singapura telah menyatakan minat untuk berinvestasi di Ibu Kota Nusantara Kalimantan Timur. Apa kata Jokowi? https://t.co/xLVo4kLylR,Positive
Mon Apr 29 11:05:30 +0000 2024,,Bahlil Siapkan Lahan Buat Konglomerat Sukanto Tanoto di IKN https://t.co/mlDYhZpkcH,Neutral
Mon Apr 29 10:53:55 +0000 2024,,@CNNIndonesia Tenang sedekah tanah sudah dapat di ikn sebentar lagi dapat sedekah pengelolaan tambang,Negative
Mon Apr 29 10:50:37 +0000 2024,,@PDemokrat @AgusYudhoyono Yg merampas tanah rakyat di IKn bukan mafia loh mas.....,Negative
Mon Apr 29 10:49:49 +0000 2024,,Warga Jakarta siap-siap! jutaan KTP akan diubah imbas ibu kota pindah ke IKN Nusantara https://t.co/FF33h76lBA #IKN #ibukota #DKJ #Jakarta #beritaterkini #beritaterbaru,Negative
Mon Apr 29 10:46:34 +0000 2024,,PKT telah menanam 2.500 bibit pohon yang dilakukan di dua lokasi yaitu kawasan IKN Sungai Seluang di Samboja Kutai Kartanegara sebanyak 1.600 bibit dan di sekitar Pupuk Kaltim sebanyak 900 bibit dengan tema Kartini Bertani . Program ini merupakan bagian dari inisiatif https://t.co/R9Hbh3cBXV,Positive
Mon Apr 29 10:43:40 +0000 2024,,Bahas Implementasi Perjanjian FIR Hingga Investasi di IKN https://t.co/DIxSfq18R0,Neutral
Mon Apr 29 10:39:27 +0000 2024,,@Mdy_Asmara1701 nama nya juga keluarga IKN Ikatan Keluarga Nepotisme,Negative
Mon Apr 29 10:37:32 +0000 2024,,@hakatarub @madHink ya gmn ya buat bangun IKN sama KCIC butuh duit banyak abis ini mau nambah makan gratis pula,Negative
Mon Apr 29 10:34:21 +0000 2024,,Jokowi Minta PM Singapura Dukung Pembangunan Pembangkit Listrik di IKN Nusantara https://t.co/rq31C8zmDK,Neutral
Mon Apr 29 10:30:06 +0000 2024,,Kementerian PUPR Tuntaskan Infrastruktur Air di IKN https://t.co/YJHjIOboxo #beritajogja #jogja #jogjaistimewa https://t.co/4Cwc72zYuI,Neutral
Mon Apr 29 10:29:39 +0000 2024,,Presiden Joko Widodo (Jokowi) lakukan pertemuan bilateral dengan Perdana Menteri (PM) Singapura Lee Hsien Loong di Istana Kepresidenan Bogor Senin (29/4). Dalam kesempatan itu ada sejumlah kerja sama yang dibahas termasuk soal investasi di Ibu Kota Nusantara (IKN). https://t.co/gKa8eHfK4U,Neutral
Mon Apr 29 10:27:46 +0000 2024,,@cobeh2022 @DokterTifa IKN saja klw laku bakalan dijual ke cina https://t.co/UlzGI3qG9k,Negative
Mon Apr 29 10:18:22 +0000 2024,,ni kalo perjadinnya ke Jawa mah gas bgt sekalian pulkam eh malah ke ikn,Negative
Mon Apr 29 10:14:01 +0000 2024,,@Adiprayitno_20 Pantesan warung Madura dilarang di IKN,Negative
Mon Apr 29 10:08:29 +0000 2024,,@nantihujan @wepe20_ Var mulai jalan ya bukannya? TC sudah mulai dibangun di IKN? Pembinaan usia muda ini yg masih blm maksimal. Tp nanti kita lihat abis event U23 ini apa akan dimaksimalkan? Hrsnya sih bisa digenjot apalagi Prabowo kan jg sneng bola. Tin,Neutral
Mon Apr 29 10:06:51 +0000 2024,,Bahlil Kebut Investasi IKN Pascapemilu Segera Temui Presiden Jokowi Demi Sukanto Tanoto https://t.co/7xqy6fD3VN,Neutral
Mon Apr 29 10:00:34 +0000 2024,,Jokowi Bertemu PM Singapura Bahas Ketahanan Pangan Hingga Promosi IKN https://t.co/4UIp1qnLZZ #TempoVideo,Neutral
Mon Apr 29 09:56:36 +0000 2024,,Bahlil Blak-blakan Nasib Investasi Djarum dan Wings di IKN https://t.co/67lf6YLcLZ,Neutral
Mon Apr 29 09:54:00 +0000 2024,,Pakar Unair Sebut Pemindahan ASN ke IKN Nusantara Kebijakan Strategis https://t.co/QSSRUFuRUS,Neutral
Mon Apr 29 09:42:22 +0000 2024,,Menteri Investasi berkomitmen percepat investasi di IKN setelah pemilu https://t.co/Bt34WMol2B,Neutral
Mon Apr 29 09:39:06 +0000 2024,,3 Investor Lokal Masuk IKN Bahlil: Sukanto Tanoto Masuk Tahun Ini https://t.co/65XEoU0yhg,Neutral
Mon Apr 29 09:38:34 +0000 2024,,Presiden Joko Widodo telah menandatangani Undang-undang Nomor 2 Tahun 2024 tentang Provinsi Daerah Khusus Jakarta (UU DKJ) pada 25 April 2024. UU ini mengatur pemindahan Ibu kota negara dari Jakarta ke Ibu kota Nusantara (IKN) di Penajam Paser Utara Kalimantan Timur. Dengan https://t.co/OpvatBnE07,Neutral
Mon Apr 29 09:34:53 +0000 2024,,@TrisiyoWong Bakalan jadi proyek ikn jilid 2 sawah dikuasai cina rakyat diusir sejuta hektar buka lagi satu kota bro gaza masih tambah lagi dan lagi. Semoga tidak terjadi tinggal dpd kalteng dan dpr kalteng ada di pihak mana?,Negative
Mon Apr 29 09:28:59 +0000 2024,,INI LBH PENTING Dp IKN. https://t.co/KK5i0XF2uD,Negative
Mon Apr 29 09:27:42 +0000 2024,,Maksudnya UU Daerah Khusus Cadangan ........kelak IKN mangkrak ibukota tetap diJakarta.,Negative
Mon Apr 29 09:25:34 +0000 2024,,@Tan_Mar3M udah tau subsidi bbm mau ditarik udah tau mau dialihin buat bangun IKN eh lu pada malah pilih 02 taek,Negative
Mon Apr 29 09:22:58 +0000 2024,,#SobatBUMN PT WIJAYA KARYA (Persero) Tbk berkolaborasi bersama PT Pembangunan Perumahan (PTPP) dan PT Adhi Karya (Persero) Tbk selenggarakan pasar sembako murah dalam rangkaian Safari Ramadhan BUMN 2024 di IKN Kalimantan Timur. Gelaran pasar sembako murah ini menyediakan,Neutral
Mon Apr 29 09:22:03 +0000 2024,,@4alif Disimpen buat IKN,Neutral
